title,label
"여력 투자매력도 높음, 주가상승 에릭슨 70% 이상 [돈 되는 해외 주식]",1
트럼프 “무역적자 해결 전엔 협상 안 해”… 관세전쟁 마이웨이 [글로벌 증시 ‘블랙먼데이’],0
"협상의 기술 이제훈, 산인 주가하락 에 위기 감지 사모엘에 먹히겠네",0
대선·추경 다가올수록…필수소비재株 뛴다,1
유상증자에주가 폭락했는데… 이재명 덕에 한숨 돌린 형지I&C 투자자들,0
"다올투자증권, 경영권 분쟁 끝이 보이자…주가는 14%대 급락 [종목Pick]",0
지옥 겪을 것 트럼프 엄포에 테슬라 주가급등 [지금이뉴스],1
"삼부토건주가조작 의혹, 조사 7개월 만에 검찰로",1
"한화에어로, 역대 최대 유상증자에주가 폭락…개미들 분통",0
공매도 집중 타깃된 배터리···주가하방 압력,0
"[오늘의 급등주] 자이글, 中 ‘나트륨이온 배터리’ 양산 소식에 급등",1
"주가120% 널뛴다…거래소, 대선 앞두고 정치테마주 주의보",1
테슬라주가 폭락에도 건재… 머스크 억만장자 1위 등극,0
[서울데이터랩]거래량 4천만주 동양철관주가4.93%하락,0
"독일 주가급등 의 비밀, 재정 긴축 풀고 군비 확충 [왜 다시 독일인가①]",1
"K바이오 산다고 하루만에주가-17% ‘뚝’…지금은 신고가 찍은 이곳[K주식, 이걸 사? 말아?]",0
면세점 바닥 의견에 호텔신라 주가급등 …위기 돌파 가능할까 [종목+],1
[함께하는 미래] ‘주가 폭락·경기 침체’ 가져온 트럼프 상호관세,0
"[사설] 관세·내수 비상에도 금리 동결, 한은 ‘역성장’ 경고했다",0
"제주은행, 더존비즈온 손잡자주가21%대급등[이런국장 저런주식]",1
머스크 복귀 소식에 테슬라주가10% 폭등(종합3),1
"중국 테크기업 수장들, 시진핑에 한 말은?…바이두는주가 폭락",0
미주가 폭락에 코스피도 2%대 급락 출발,0
최수종·하희라 배우들 다 떠났는데…주가급등 무슨 일?,1
"검찰, SG발 주가폭락 1심에 항소…라덕연 등 피고인 전원 대상",0
"GS리테일, 실적 회복·주가모멘텀 없다…목표가 하향-흥국",1
"브로드컴, SK랑 손잡더니 6%급등…美반도체주 사흘째 랠리 [투자360]",1
美中 갈등 봉합 기대에 빅테크주가꿈틀,1
"관세 전쟁에 美증시 9,600조 증발..트럼프는 골프 즐겨",0
거래재개 리노공업주가11% 올라,1
유령법인 1000여곳 퇴출…활동영역 넓히는 檢,0
한화에어로주가 폭락…주주들은 왜 유상증자 소식에 뿔났나,0
"[특징주] 트럼프 주니어, 정용진 초청 방한에…신세계I&C급등",1
"급등하던 대선 테마주, 전환사채 물량 폭탄…개미지옥 될라",1
"트럼프, 테슬라주가 폭락하자 백악관서 시승",0
"[마켓 프리뷰] 트럼프, 중국·파월에 화해 손짓?…코스피 큰 폭상승",1
"메리츠증권, 첫 온라인 전용 SUPER ELS 6종 출시",1
"[특징주] 카카오, SKT 4000억대 블록딜 여파에하락… 5%↓",0
이승기 장인 사건 피해자들에 진심 사과..처가와 관계 단절[공식입장][전문],1
"잘 나가던 한화오션, 산은 블록딜 소식에 11%대 내림세",1
"NH투자 엔터 업종, 주가상승 해도 中 공연 등 더 모멘텀 있다",1
신제품 발표에도 엔비디아 주가하락 …예전같지 않네,0
[단독]주가오를수록 부활한 건전성 뚝…K조선 産銀 지금이 매각 적기,1
"금융당국, ‘삼부토건주가조작 의혹 사건’ 검찰 넘길 듯…증선위 의결 예정",1
"금정호, 홈플러스 선긋기에 신영증권 주가급등 …누가 투자하겠나",1
"iM증권 에코프로비엠, 주가상승 18%↓ 제한적…목표가 여력",1
"에스엠, 현주가대비상승여력 충분…목표가 상향-IBK",1
지분 반토막에주가 폭락까지유증 현미경 심사로 개미 피해 막는다,0
대선공약·사업확장 기대감에 ‘상승랠리’ 시동 거는 증권株,1
엔비디아 2% 급락에도 반도체지수 0.38%하락에 그쳐(종합),0
산은 “생큐 ! 트럼프”… 한화오션 주가급등 에 지분매각 착수,1
달라진 미국 MZ덕 본다…30% 주가급등 한 이 회사,1
"리비안 소형 전기차 부문 분사,주가7%급등",1
"휴머노이드 로봇 진출 선언한 두산로보틱스,주가11%급등",1
"카카오페이, 단기 주가상승 여력 크지 않아 목표가 3.4만-신한",1
"워런 버핏, 재산 17조 증가…혼자 살아남은 비결?",0
"[체크!코스닥] 유진로봇, 차부품업체와 89억원 계약에 4%대 주가상승",1
"NH투자 솔브레인, 낸드 업황 사이클 따라 주가상승 전망",1
"[아침밥] 삼성증권 두산밥캣, 관세 안전지대…상승여력 충분",1
"트럼프, 주가폭락 ·시위 와중에도 주말 내내 가족 골프장 돌며 돈벌이",0
최대 보유국 일본에서 대거 처분...공포의 패닉셀 [지금이뉴스],0
"“SK텔레콤, 유심 해킹 사태 장기화 우려에주가급락”",0
"[특징주]일양약품, 백혈병 치료제주가조작 의혹 무혐의에급등",1
"미 레버리지 ETF 투자자들, 주말 이틀 동안 38조원 날려",0
급등한 정치테마주 팔아 수십억씩 챙긴 내부자들···도박장 된 국장 [이런국장 저런주식],1
"백혈병 치료제로주가조작 의혹받던 일양약품…검찰, 무혐의",1
‘탈중국’도 소용없었네…아시아 전역 관세 폭탄에 애플주가 폭락,0
모건스탠리 경고…SK하이닉스주가괜찮을까,0
美 스마트폰-컴퓨터 관세 혼란… 국내 전자업계주가‘갈팡질팡’,1
"반발시위 확산에도 견뎌라…트럼프, 관세 협상마저 빗장",0
주가하락 은 줍줍 기회···삼성중공업 2거래일 연속 순매수 1위 [주식 초고수는 지금],0
대세장 올라탄 큐라티스·자이글 상한가 직행[바이오맥짚기],1
"쎄크, 코스닥 상장 첫날주가롤러코스터…8% 이상 하락",1
"이재명 테마주 DSC인베,주가오르자 임원들 수십억 매도",1
中양자컴퓨팅 오리진 우콩 충격…美 리게티·아이온큐 주가하락,0
"젠슨 황 매직, 예전같지 않네...2028년까지 개발 계획 공개에도 주가하락",0
주가2400 붕괴·환율급등‥금융시장 공포,1
…“불확실성 타격 우려에도 주가상승 경제 여전”,1
주가 폭락·판매량 급감…구원투수 나선 트럼프?,0
美 스마트폰·반도체 관세 면제에 애플·엔비디아 주가급등 ... 삼성도 ‘기대’,1
[머니플로우] 美 테슬라주가 폭락에도 서학개미 사자 행렬,0
애플주가또 5%하락…웨드부시 트럼프 촉발 관세는 재앙,0
트럼프 무역고문 주식시장 바닥 찾는 중…다우 5만 간다,0
"올리고 순풍 에스티팜, 1분기 매출 524억·영업익 10억",1
"증여 본격화, 짓눌린주가해소?…한화 주가급등",1
"SK하이닉스, 코스피 탄력받아주가10%대급등[핫스탁]",1
올해 리니지M 제외 모두 실적하락…아이온2가 엔씨소프트주가변수,0
[서울데이터랩]펩트론(087010) 6.54%하락하며주가약세 보여,0
"임창정 ‘주가조작’ 의혹 끝…아내, 쇼핑몰 오픈 이어 이것도?",0
"“해외 성장 기대” LG생활건강, 1분기 선방에 증권가 목표가 줄줄이 상향···주가도 ‘쑥’ [종목Pick]",1
"테슬라주가9%급등…트럼프, 車 관세 부과 보류 가능성",1
[美 상호관세 폭탄] 트럼프 “무역적자 해결 안 되면 中과 협상 안할 것”,0
"유심 무료 교체만으론 부족···SK텔레콤,주가5.5만으로 추락[이런국장 저런주식]",0
K팝은 피했다…트럼프 상호 관세 발표에 오히려 주가상승 [IS엔터주],1
"[특징주]트럼프 관세에 구리 가격 상승…이구산업, 주가급등",1
"엔비디아, 마지노선 아래로 붕괴…테슬라 5.7%하락",0
트럼프 車관세에 외신 가격 급등 산업계 충격…주가도하락,0
다시 열리는 공매도 시장… “ 주가하락 가능성 작아”,0
“2년만에 최악” 관세 혼란에 요동치는 시장…주가 폭락에 달러 약세,0
"셀트리온, 주가하락 에도 본업은 견조…미국 의약 정책 지켜봐야-대신",0
"현대제철, 재무적 부담·수익성하락국면 벗어나야주가재평가-신한",0
"“트럼프, 임기내내 관세전쟁…대중관세 1년후 50~60% 될것”[트럼프 100일-전문가 인터뷰]",0
"[굿모닝경제] 애플, 트럼프 관세 핵폭탄 직격타...역대급 주가하락 [Y녹취록]",0
美연준 최근 증시 조정에도주가여전히 높아[마켓시그널],0
"에릭슨 투자매력도 높음, 주가상승 여력 70% 이상 [돈 되는 해외 주식]",1
"두산퓨얼셀, 4000억 공급 계약 해지에 주가하락",0
SKT 유심 해킹 2차 피해 우려에 보안株급등[이런국장 저런국장],1
美엔비디아주가中 화웨이 고성능 AI 칩 개발 보도에 3.6%↓,1
"[오늘의 급등주] 고바이오랩, 간 손상 치료 소재 美 특허 등록에 주가상승",1
"테슬라·애플, 관세 전쟁 우려에 장중주가 폭락",0
트럼프발 검은 월요일‥세계 증시 대폭락,0
"시프트업, 게임 니케 중국 흥행 기대에주가7.6% 상승(종합)",0
"[단독]부당이득 660억원 삼부토건주가조작 의혹, 김건희 빼고 검찰로",1
"대신證 “한화, 자회사 주가상승 으로 목표가 ↑… 상법 개정 시 승계 속도”",1
"HMM, 잔여 영구채 전환 후주가5%대급등[이런국장 저런주식]",1
트럼프 관세가 오히려 호재? 한화그룹 나홀로주가축포,1
트럼프 파월 때리기 쇼크…셀USA 달러∙주가∙국채 3중 추락,0
"현대차, 1Q 최대 매출 기록 전망… 주가상승 모멘텀 재점화-한화",1
유명 참치 통조림 자회사 편입 발표에···주가10%급등[줍줍리포트],1
"블랙핑크 리사 남친 父, 세계 1위 부자 자리 내줬다…테슬라주가 폭락에도 머스크 억만장자 1위",0
트럼프도 놀란 관세역풍 “中빼고 90일 유예”,0
공범 1심 판단 미뤄달라는 라덕연 측 변호사…법관 인사 때문,0
"엔비디아 4.51% 급락, 반도체지수 2.10%하락(상보)",0
“조선·방산·반도체? 우린 다 한다”···‘한화 삼총사’ 순매수 상위권 싹쓸이 [주식 초고수는 지금],1
주가 폭락하고 차량에는 화재 사고…테슬라 ‘최악의 하루’,0
뉴욕증시 3대 지수 혼조 마감… 공회전하는 미·중 협상에 실망,1
"이승기 장인, 퀀타피아주가조작 가담 혐의로 구속⋯증거인멸 우려",1
엔비디아·AMD 등 반도체폭락…대중 수출 추가 통제 충격,0
LG엔솔 분할에 LG화학 주가하락 … 메리츠는 100% 자회사로 ‘밸류업’,0
주가올해만 40% 뛰었는데…더 간다 국민연금도 담았다 [종목+],1
"[속보] 이재명 검찰, 해괴한 잔꾀로 尹 석방…환율폭등에주가 폭락누구 위한 일인가",0
[Why&Next]밸류업 외쳤지만…결국 개미 외면한 동원그룹,1
"대선 앞 ‘정치 테마주’ 60개 종목주가변동률, 시장 평균의 6배",1
조용히 웃는 KT…SKT 해킹 반사익,1
"현대차·기아 주가급등 …미, 캐나다·멕시코 자동차 관세 면제 영향",1
"“기아, 美 관세 직격타”…목표주가하향 하반기부터 영향",1
정용진 초청에 트럼프 주니어 방한…신세계주가3%↑,1
대선 승리에 베팅했나···민주당 공약에 전력株급등[이런국장 저런주식],1
"하락 재무적 부담·수익성 현대제철, 국면 벗어나야주가재평가-신한",1
"[클릭 e종목]SK텔레콤, 유심 해킹위험 노출 사태 장기화로주가우려",0
트럼프 “中 이외의 나라들과 관세협상 즉시 개시”,0
"“기아, 美 관세 영향 하반기부터 직격타”…목표주가하향",1
"뉴욕증시, 中 관세 인하·파월 해임 NO 트럼프 발언에 안도 랠리…나스닥 4%급등",1
애플 3.4%↓·엔비디아 5.3%↓…빅테크주가일제히하락,0
"IBM, 1분기 실적 기대치 상회…美 정부 사업 축소 여파에주가는하락",0
"中 재보복했지만, 없다에 더는 치킨게임 주가상승",1
알리바바 딥시크보다 저비용에 고성능 AI모델 출시… 주가급등,1
주가10배 폭등… 대선 테마주 ‘묻지마 베팅’ 기승,1
"유심 해킹 충격…SK텔레콤 이틀째하락, KT·LGU+ ‘반사이익’",0
美 해군장관 방한 소식에…조선주 주가상승 세,1
美증시 반등 베팅…대표지수 ETF 순자산 쑥,0
“AI가 동물실험 대체”···FDA 발표에 온코크로스급등한 이유는 [Why 바이오],1
KT&G 실적 주가상승 ...방경만 체제 주주가치제고 기대감,1
"미래에셋자산운용 미래에셋미국배당커버드콜액티브, 美 배당주 투자 … 주가상승 ·옵션 프리미엄 챙겨",1
"SKT, 해킹 후폭풍에주가휘청…재무부담 [분석+] 우려 가중",1
"엔비디아, 실적 좋은데 왜주가 폭락? 젠슨 황, 딥시크와 공존? 트럼프는 관세로 답했다. [한상춘의 지금세계는]",0
끌자 인기 농심라면 주가상승,1
[기업이슈] 머스크 백악관보다 테슬라 우선…이차전지주상승,1
[오늘의 급등주] 美 태양광 소재 상호관세 면제 소식에 한화솔루션 주가급등,1
"증선위, ‘주가조작’ 삼부토건 사주·대표이사 검찰 고발",1
[ET라씨로] HK이노엔 “신약 美 임상 3상 성공적 결과”…주가上,1
산은 지분 매각 한화오션 -12%…조선·한화그룹도 약세,0
형지글로벌 주가하락 에 속타는 SK증권,0
중국 초청장만으로…미중 사이에 낀 리카싱 가문 주가급등,1
기대보다 낮은 실적 예상 녹십자 목표주가↓ -키움,0
"반도체 일제 랠리, 반도체지수 6%급등…4000 재돌파(종합)",1
"한화에어로, 유증논란 수습 후주가급등...전고점 눈앞",1
현주가대비상승여력 상향-IBK,1
금융당국 삼부토건주가조작 의혹 검찰 고발 결정,1
"트럼프,주가 폭락에 시위 잇달아도… 골프 티샷 영상 올렸다",0
해킹 피해 SKT주가뚝뚝 떨어지는 와중에···30%급등한 회사 어디?,1
"SK텔레콤, 해킹 파장 확산에 5%대하락[핫스탁]",0
"“조선업, 경기 넘은 구조적 호황···중장기 주가상승 ” [마켓시그널]",1
아재개그 알아듣는 AI 뭐길래…바이두 주가급등 이유,1
"현대제철, 재무적 부담·수익성 하락 국면 벗어나야주가재평가-신한",1
"이복현 김건희 여사, 삼부토건주가조작 연관성 확인 안 돼…이제는 검찰의 시간",1
"엔터주 봄날 갔나… 주가하락 , 조정 시작?",0
"LG CNS, 클라우드·AI 앞세워 도약…증권가 주가41%상승기대",1
"행정수도 세종 이전 약속에급등한 계룡건설주가, 하루 거래 정지",1
애플주가또 5%하락마감…시가총액 순위 2위로 내려앉아(종합),0
계좌 털릴까봐 겁난다 폭등한 회사,1
"네이버, 커머스 실적 성장으로 주가상승 전망…최선호주-대신",1
LG엔솔 주가상승 영향 배터리 성장시킬 것 전환…구광모,1
트럼프 유연한 관세 기대감에…테슬라주가12%급등마감(종합),1
"카카오페이, 주가상승 여력 않아 목표가",1
육상부 듀오 주가상승 ...국대 윤동희도 다시 경쟁 모드→놀라운 롯데 외야 뎁스,1
"증선위, 삼부토건주가조작 의혹 검찰 고발",1
이익 반토막에도 “비트코인 살게” 한마디에 시들하던 ‘밈주식’ 주가급등,1
이재명 테마 폭등한 상지건설 증자 규모 200억→914억 불어나,0
"트럼프 관세 악재 미리 알았나…저커버그, 메타주가 폭락전 자사주 1조 매각",0
"DS투자 조선업 호황, 경기 넘은 모멘텀…중장기 주가상승",1
"[특징주] 안철수, 국민의힘 2차 경선 진출…써니전자·안랩급등",1
"올 1Q 영업적자만 4341억 ···증권가, 삼성SDI 목표주가줄줄이 내려 [마켓시그널]",1
미국 엔비디아주가중국 화웨이 고성능 AI 칩 개발 소식에 2.05%하락,0
"‘이재명 테마주’ 잘나가던 상지건설주가 폭락, 무슨 일이",0
"해킹 따라잡기] 배당성향 높았던 SKT, [시장 사태로주가급락…입지 흔들?",1
"NH투자 솔브레인, 낸드 사이클 따라 주가상승 전망",1
폭락장에도 배당률 8% 기대되는 이곳…슈퍼개미들도 주목한다,0
"트럼프 지지 억만장자 애크먼, 지분 매입에 이것 주가급등",1
‘트럼프 관세에주가 폭락’ 머스크도 자산 6조 원 손실,0
“AI·클라우드 사업부 고성장 기대”…LG CNS 목표주가도 ‘껑충’,1
"아센디오, 장 마감 기준 주가급등 1위",1
"주가바닥 외국인 85억원어치 샀다…호텔신라, 11%대 급등",1
실업률상승에도 파월 “경제 괜찮다”에 주가상승 반전,1
트럼프 車관세에 美 ‘빅3’주가동반하락… 코스피 2550대로 뚝,0
논란 끊이지 않는 백종원…끝없는 주가하락 에 개미들 눈물,0
"다올證 “현대모비스, 2분기 이후 실적 기대…목표주가하향” 반등",1
시총 11위 안착한 HD현대중공업...주가더 달릴까,1
테슬라가 어쩌다주가 폭락에 동학개미 패닉…ETN·ETF도 우수수,0
"美주식거래 플랫폼 위불, 375%급등해 ‘불기둥’",1
"자사주 많은 기업들주가오름세, 이유는?",1
"유럽 정치개입 머스크, 테슬라 판매 급감에주가 폭락",0
“美 기업도 큰 피해”… ‘中-베트남-인도 생산’ 애플주가 폭락,0
미중 무역전쟁에 빅테크주가이틀째하락…테슬라 9% 급락,0
관세유예 효과 딱 하루...빅테크주가또하락,0
"삼부토건주가조작 의혹, 검찰로 넘어갔다…“재건 사업 추진 능력도 없이주가부양용 홍보”",1
"현대제철, 재무적 부담·수익성 하락 국면 벗어나야주가재평가-신한 축소",1
20% 폭락…엔비디아 주가상승 멈춘 3가지 이유,1
처가 절연 선언하더니… 주가조작 구속 이승기 장인 의혹,1
호텔신라 12% 이상급등⋯2분기부터 영업익 흑전 가능,1
"삼부토건주가조작 의혹, 검찰에 넘기나…증선위서 고발 안건 의결 예정",1
올해 20% 폭락…엔비디아 주가상승 멈춘 3가지 이유,1
"스트래티지, 경쟁사 등장에주가반등 기대감…소프트뱅크, 테더 참여 21캐피탈이 시장 키운다",1
주가뛰자 대주주 먹튀…또 경고등 켜진 테마주,1
테슬라 주가상승 여력 40%···‘물타기’ 아닌 ‘바이 더 딥’ 척도로 제시된 이것 [매일 돈이 보이는 습관 M+],1
테슬라·팔란티어 고배당 커버드콜 ETF 수익률이 왜 이래?,1
“드디어 박스권 탈출하나”…옛 ‘황제주’ LG생건 목표가 상향에주가‘활짝’,1
"머스크 최악의 날... 테슬라주가 폭락, 차량 방화, X 접속 장애",0
전세계 증시 와르르‥트럼프 때로는 약을 먹어야 해,0
경기침체 깊어지는데 4대금융 배당만 1조···접수 시작 1분 만에 마감 카뱅 대출 또 ‘오픈런’ [AI 프리즘*금융상품 투자자 뉴스],0
"불확실한 장세 대안된 한국전력, 큰손 매수세 유입에주가짜릿",1
"트럼프,주가 폭락한 테슬라 시승…머스크, 1억불 기부로 화답(종합)",0
화웨이 직격탄에 엔비디아 주가폭락 …이유는?,0
"에코프로비엠, 주가상승 52주 제한 증권가 평에 여력 최저가",1
"땡큐 트럼프 산업은행, 한화오션 지분 매각 … 5개월 만에 140% 올라",0
美 엔비디아주가4.3%상승마감…110달러선 탈환,1
"애플 관세 면제 받을 가능성 50%,주가4%급등",1
[뉴스 속 경제] 3조 6천억 최대 증자‥그룹주가 동반하락왜?,0
양자컴 CEO 12명 앞에 선 젠슨 황··· 주가 폭락에 사과 [GTC 2025],0
"머스크, 테슬라주가 폭락책임 인정...“지금이 매수 기회”",0
"시프트업, 중국에서 게임 ‘니케’ 흥행 기대감에주가6%대상승",1
"[분석+] ‘35억 계약’에 주가급등 한 신라젠, 딜 구조 바꾸고 기술이전 시동",1
"[글로벌 비즈] 中 알리바바, 새 AI 공개에 주가급등",1
“금리 안 내리면 잘라버린다”…백악관도 “파월 해임 검토 중” [지금뉴스],0
"LG디스플레이, 관세 불확실성에 주가하락 …목표가↓-신한",0
"한화, 자회사 주가상승 ·지배구조 개편 기대감…목표주가↑-대신",1
"애플주가, 4%상승200달러 눈앞…엔비디아도 3%↑",1
"1주일 약효에 생산기반까지···큐라티스-인벤티지랩, 경구용 비만약 기대감에급등[Why 바이오]",1
"취임 후 100일, 美 증시 8% 하락 51년 만 최악 성적표 받은 트럼프 [트럼프 100일]",1
SG주가 폭락 주범 라덕연 1심 징역 25년…죄질 매우 불량,0
野 “원희룡 우크라 재건 출장때 삼부토건 끼어 주가급등 ”,1
주가 폭락머스크 구하기 트럼프 테슬라 공격은 테러,0
젠슨 황 이어 저커버그도 갈 길 멀어…양자컴퓨터 주가폭락 부채질,0
[서울데이터랩]‘STX엔진’ 13.35%급등…실시간 상승률 1위,1
[서울데이터랩]거래량 2천만주 오리엔트바이오주가6.44%상승,1
‘해킹 SKT 무상 교체’ 유심 품귀에 관련주 ‘상한가’…제조사株도 동반급등[투자360],1
"[오늘의 급등주] 자이글, 中 ‘나트륨이온 배터리’ 양산 소식에급등",1
“100만 원주가목전” 삼양 ‘라면왕’ 등극하나,1
"美 진출 기대감…휴젤,상승랠리 이어갈까",1
"하이브, 실적 고성장세 지속…뚜렷한 주가상승 기대-IBK",1
이재명과 무관한데 5800원→2만원 폭등…개미 쪽박 우려[주톡피아],1
[영상] 문남중 연구위원 “트럼프 관세 공포 정점 지나… 미국 증시 오를 일만 남았다”,1
친 트럼프 행보 덕?…메타주가하락은 잊었다,0
한화에어로 역대급 3.6조 유증에주가 폭락…후폭풍 거세진다,0
"[체크!코스닥] 인슈어테크 아이지넷주가, 공모가 대비 57%하락",0
"코스피, 기관 사자에 강보합… HD현대중공업 등 주가상승",1
무역전쟁에 가상자산 털썩 관련株 주가하락 도미노,0
"테슬라, 실적 부진에도 주가급등 …머스크 5월부터 정부에 쓰는 시간 줄 것",1
미국 엔비디아주가중국 화웨이 고성능 AI 칩 개발 소식에 2.05% 하락,1
"하나증권 인터넷株, 빅테크 주가하락 에 밸류에이션 부담",0
트럼프발 주가폭락 에 동아 경제적 핵전쟁 조선 금융위기 후 최악,0
주가 폭락 머스크 흑기사로 나선 트럼프…테슬라 1대 살 것,0
[특징주]SKT해킹 여파에 지문·안면 인식 관련주급등,1
미 연준 최근 증시 조정에도주가여전히 높아,0
"[특징주] CJ, 올리브영 콜옵션 조기 행사 소식에 주가급등",1
"테슬라, 심각한 위기상황 보고서…주가6%하락",0
홍성국 “탄핵심판 지연되면 주가하락 …尹 신속히 탄핵해야”,0
"유럽 주식시장, 폭락세 둔화돼…DAX, -10%서 -4%",0
"테슬라, 1분기 실적 예상치 하회…장마감 후주가0.8%상승(상보)",1
"연속적자·관리종목도 못막은 K바이오 주가급등 , 옥석 가려야",1
지난주 K-증시 공매도 절반 감소… 관세 협상 기대·환율하락이 원인,0
"주가바닥 급등 85억원어치 샀다…호텔신라, 11%대 외국인",1
"트럼프, 관세전쟁 강행 의지...버티면 미국이 이긴다",0
계엄에 잠 설치다 이젠 주식 불면…관세 전쟁에 혼란스런 2030 투자족,0
"[굿모닝 마켓] 엔비디아, 양자 컴퓨팅 연구 본격화… 주가상승",1
"메리츠證, 첫 온라인 전용 ‘SUPER ELS’ 6종 출시",1
"中 반도체 관세 철회, 美증시 일제상승…나스닥 1.26%↑(상보)",1
BYD에 1위 뺏겼는데...테슬라주가12%급등,1
현대엘리베이터 주가상승 배경 현대무벡스... 핵심 계열사 도약,1
구글 1분기 실적 시장 예상치 상회…시간 외주가4%대상승,1
트럼프 관세 유예 20%이상 주가상승,1
"뉴욕 연금, 머스크에 테슬라 주가하락 소송 움직임",0
"엔비디아 4.30%급등, 반도체지수도 1.03% 상승(종합)",1
"AI 기대에 올랐던 전력株, 관세 우려에 주춤…목표가 줄하향",0
"한국카본, 여력 증설에 따른 주가상승 추가 충분…목표가↑-SK",1
스마트폰·PC 관세 제외···코스피 불확실성 딛고 반등할까 [주간 증시 전망],0
"[서울데이터랩]파마리서치 2.86%하락, 주가하락 세 주도",0
공매도 타깃 공통점은 급등주…여전히 몸살 앓는 곳 어디?,0
"커버드콜 ETF,급등장서 성적표 갈렸다… 미래에셋 나홀로 강세",1
테슬라주가 폭락에도…머스크 세계최고 갑부 등극,0
트럼프 시장 달래기에 뉴욕증시상승…나스닥 2.5%↑(종합),1
60%급등 계룡건설은 어쩌다 李 테마주가 됐나[종목현미경],1
정치 테마주급등에 대주주 먹튀… 투자자 83% 손해 봤다,1
정치·정책 테마주 뛰자 수십억 챙긴 임원들…개미들만 불안,0
"조선 업종 주가하락 기회···HD현대중공업, 1위[주식 초고수는 지금]",1
[머니줌인] 채권시장 불안…미 국채 매도세 지속·금리급등,1
"[ET라씨로] SK텔레콤, 유심 해킹사태에하락",0
주가 폭락에…아시아 부호들 재산 68조원 증발,0
[특징주] 유심 품귀에 유비벨록스·엑스큐어 상한가…제조사 동반급등,1
美·中 반도체 고래 싸움에 韓새우등 터져…반도체주 줄하락[투자360],0
"SG주가 폭락사태 라덕연, 오늘 1심 선고",0
주가폭락 에 중국 부호 재산도 타격…최악 손실 본 ‘이사람’,0
주가조작 ‘철퇴’…과징금으로 끝나지 않는다,0
"트럼프 “반도체 관세 곧 시작,주가 폭락은 예상된 것”",0
"[시장 따라잡기] 사태로주가급락…입지 높았던 SKT, 해킹 배당성향 흔들?",1
"다올투자증권, 경영권 분쟁 일단락에주가14%대 급락(종합)",0
